"annee","cnc","visa","titre","genre","nationalite","distributeur","classification","sortie","art_et_essai","etab_s1"
"2023","2023003951","","305 BELLECHASSE DANS L'INTIMITE DES ATELIERS D'ARTISTES","DOCUMENTAIRE","CANADA","LA NOUVELLE DIMENSION","TP","2023-09-27","NON","2"
"2023","2023003971","160563","LES CHATS AU MUSEE","ANIMATION","RUSSIE","CGR EVENTS","TP","2023-09-20","NON","208"
"2023","2023004052","160542","SACERDOCE","DOCUMENTAIRE","FRANCE","SOCIETE AUDIOVISUELLE POUR LES JEUNES ET LES ENFANTS - SAJE","TP","2023-10-18","NON","143"
"2023","2023004053","160627","L'EXORCISTE - DEVOTION","HORREUR","ETATS UNIS","UNIVERSAL PICTURES INTERNATIONAL FRANCE SAS","12","2023-10-11","NON","340"
"2023","2023004074","","PSYCHO-PASS PROVIDENCE","ANIMATION","JAPON","SONY PICTURES ENTERTAINMENT","TP","2023-08-25","NON","111"
"2023","2023004083","160348","THE CREATOR","FANTASTIQUE","ETATS UNIS","WALT DISNEY PICTURES FRANCE","TP","2023-09-27","NON","458"
"2023","2023004105","160339","JAILER","AVENTURES","INDE","FRIDAY ENTERTAINMENT LTD","TPA","2023-08-10","NON","35"
"2023","2023004158","160283","MAL VIVER","DRAME","PORTUGAL","UFO DISTRIBUTION","TP","2023-10-11","OUI","17"
"2023","2023004167","160284","VIVER MAL","DRAME","PORTUGAL","UFO DISTRIBUTION","TP","2023-10-11","OUI","16"
"2023","2023004186","160301","MORIBITO : UN DOCTEUR DE LA TERRE","DOCUMENTAIRE","JAPON","YUI FRANCE JAPON","TP","2023-11-15","NON","1"
"2023","2023004214","160553","LOVE IT WAS NOT","DOCUMENTAIRE","ISRAEL","DISSIDENZ","TP","2023-10-11","OUI","9"
"2023","2023004235","160505","SAW X","HORREUR","ETATS UNIS","METROPOLITAN FILMEXPORT","16","2023-10-25","NON","264"
"2023","2023004245","","LA NUIT DE LA GLISSE 2023","DOCUMENTAIRE","FRANCE","CGR EVENTS","TP","2023-11-15","NON","137"
"2023","2023004269","160460","SISSI & MOI","BIOGRAPHIE","ALLEMAGNE","KINOVISTA","TP","2023-10-25","OUI","52"
"2023","2023004285","160340","CA TOURNE A SEOUL ! COBWEB","COMEDIE","COREE DU SUD","THE JOKERS FILMS","TP","2023-11-08","OUI","54"
"2023","2023004293","","MMXX","COMEDIE DRAMATIQUE","FRANCE","SHELLAC","TP","2023-11-01","NON","7"
"2023","2023004298","160346","A L'INTERIEUR","THRILLER","Allemagne","L’ATELIER DISTRIBUTION","TP","2023-11-01","OUI","10"
"2023","2023004337","160455","JAWAN","AVENTURES","INDE","FRIDAY ENTERTAINMENT LTD","TPA","2023-09-07","NON","67"
"2023","2023004338","","MASTANEY","AVENTURES","INDE","FRIDAY ENTERTAINMENT LTD","TP","2023-08-25","NON","1"
"2023","2023004377","160839","LEO","AVENTURES","INDE","FRIDAY ENTERTAINMENT LTD","12","2023-10-20","NON","63"
"2023","2023004378","161291","SALAAR PART 1 CEASEFIRE","AVENTURES","INDE","FRIDAY ENTERTAINMENT LTD","TP","2023-12-22","NON","48"
"2023","2023004381","160647","THE SURVIVAL OF KINDNESS","DRAME","AUSTRALIE","NOUR FILMS","TPA","2023-12-13","OUI","29"
"2023","2023004382","","KUSHI","COMEDIE","INDE","FRIDAY ENTERTAINMENT LTD","TP","2023-09-01","NON","2"
"2023","2023004434","160597","PAR LA FENETRE OU PAR LA PORTE","DOCUMENTAIRE","FRANCE","VRAIVRAI FILMS","TP","2023-11-08","NON","4"
"2023","2023004603","160802","LE BALAI LIBERE","DOCUMENTAIRE","BELGIQUE","SINGULARIS FILMS","TP","2023-12-13","NON","3"
"2023","2023004737","161004","FREMONT","DRAME","ETATS UNIS","JHR FILMS","TP","2023-12-06","OUI","84"
"2023","2023004750","160992","WINTER BREAK","COMEDIE DRAMATIQUE","ETATS UNIS","UNIVERSAL PICTURES INTERNATIONAL FRANCE SAS","TP","2023-12-13","NON","159"
"2023","2023004761","","RETOUR A VISEGRAD","DOCUMENTAIRE","SUISSE","LOUISE PRODUCTIONS LAUSANNE","TP","2023-11-08","NON","1"
"2023","2023004779","160586","KURONEKO","DRAME","JAPON","POTEMKINE FILMS","TP","2023-10-25","OUI","1"
"2023","2023004809","160731","FIVE NIGHTS AT FREDDY'S","HORREUR","ETATS UNIS","UNIVERSAL PICTURES INTERNATIONAL FRANCE SAS","12","2023-11-08","NON","336"
"2023","2023004827","161036","LE GRAND MAGASIN","ANIMATION","JAPON","ART HOUSE","TP","2023-12-06","OUI","210"
"2023","2023004829","160976","LES FILLES VONT BIEN","COMEDIE DRAMATIQUE","ESPAGNE","ARIZONA FILMS","TP","2023-11-29","OUI","44"
"2023","2023004877","160626","THE VACCINE WAR","DRAME","INDE","FRIDAY ENTERTAINMENT LTD","TP","2023-09-28","NON","9"
"2023","2023004917","160690","THANKSGIVING : LA SEMAINE DE L'HORREUR","HORREUR","ETATS UNIS","SONY PICTURES ENTERTAINMENT","16","2023-11-29","NON","203"
"2023","2023004934","160702","TESTAMENT","DRAME","CANADA","JOUR 2 FETE","TP","2023-11-22","OUI","60"
"2023","2023005009","160860","AQUAMAN ET LE ROYAUME PERDU","AVENTURES","GRANDE BRETAGNE","WARNER BROS. ENTERTAINMENT FRANCE","TP","2023-12-20","NON","608"
"2023","2023005018","160856","MENUS-PLAISIRS","DOCUMENTAIRE","ETATS UNIS","METEORE FILMS","TP","2023-12-20","OUI","42"
"2023","2023005055","160700","LE GARCON ET LE HERON","ANIMATION","JAPON","WILD BUNCH","TP","2023-11-01","OUI","486"
"2023","2023005251","161231","LA COURSE AU MIEL","ANIMATION","POLOGNE","EUROZOOM","TP","2023-11-22","NON","91"
"2023","2023005443","160691","DUMB MONEY","COMEDIE","ETATS UNIS","METROPOLITAN FILMEXPORT","TP","2023-11-29","NON","146"
"2023","2023005446","160922","MUNCH","BIOGRAPHIE","NORVEGE","KINOVISTA","TP","2023-12-20","OUI","67"
"2023","2023005457","160746","PORTRAITS FANTOMES","DOCUMENTAIRE","BRESIL","URBAN DISTRIBUTION","TP","2023-11-01","OUI","23"
"2023","2023005541","160730","THE MARVELS","AVENTURES","ETATS UNIS","WALT DISNEY PICTURES FRANCE","TP","2023-11-08","NON","573"
"2023","2023005543","160794","WISH, ASHA ET LA BONNE ETOILE","ANIMATION","ETATS UNIS","WALT DISNEY PICTURES FRANCE","TP","2023-11-29","NON","727"
"2023","2023005544","","LES CHIENS ENRAGES","POLICIER","ITALIE","TAMASA DISTRIBUTION","TP","2023-10-11","NON","1"
"2023","2023005741","160990","PAST LIVES - NOS VIES D'AVANT","COMEDIE DRAMATIQUE","ETATS UNIS","ARP MERMOZ","TP","2023-12-13","OUI","129"
"2023","2023005771","160874","SOUND OF FREEDOM","BIOGRAPHIE","ETATS UNIS","SOCIETE AUDIOVISUELLE POUR LES JEUNES ET LES ENFANTS - SAJE","TP","2023-11-15","NON","210"
"2023","2023005863","160890","LE MONDE D'APRES 3","THRILLER","FRANCE","S A S BON VOYAGE FILMS PR","TP","2023-11-22","NON","1"
"2023","2023005883","160810","FOLLOW DEAD","FANTASTIQUE","ETATS UNIS","METROPOLITAN FILMEXPORT","12","2023-12-13","NON","189"
"2023","2023005995","161018","A JAMAIS LES PREMIERS","DOCUMENTAIRE","FRANCE","CGR EVENTS","TP","2023-12-13","NON","52"
"2023","2023006048","160859","WONKA","FANTASTIQUE","GRANDE BRETAGNE","WARNER BROS. ENTERTAINMENT FRANCE","TP","2023-12-13","NON","746"
"2023","2023006097","160961","JIGAR THANDA DOUBLE X","AVENTURES","INDE","FRIDAY ENTERTAINMENT LTD","TP","2023-11-10","NON","30"
"2023","2023006098","160946","JAPAN","AVENTURES","INDE","FRIDAY ENTERTAINMENT LTD","TP","2023-11-10","NON","16"
"2023","2023006192","161128","DREAM SCENARIO","COMEDIE","ETATS UNIS","METROPOLITAN FILMEXPORT","TP","2023-12-27","OUI","104"
"2023","2023006485","161006","DHRUVA NATCHATHIRAM : CHAPTER 1 - YUDDHA KAANDAM","AVENTURES","INDE","FRIDAY ENTERTAINMENT LTD","TP","2023-11-24","NON","28"
"2023","2023006538","161120","JORAM","DRAME","INDE","NIGHT ED FILMS","TP","2023-12-08","NON","8"
"2023","2023006596","","INSPECTEUR SUN ET LA MALEDICTION DE LA VEUVE NOIRE","ANIMATION","ESPAGNE","ALBA FILMS","TP","2023-12-20","NON","101"
"2022","1900023879","111456","AFTER BLUE PARADIS SALE","SCIENCE FICTION","FRANCE","UFO DISTRIBUTION","12","2022-02-16","OUI","48"
"2022","2010000722","125891","MON AMOUR","DOCUMENTAIRE","FRANCE","REZO FILMS","TP","2022-06-15","OUI","13"
"2022","2010001076","126276","OGRE","FANTASTIQUE","FRANCE","DESTINY FILMS","TPA","2022-04-20","OUI","127"
"2022","2012000627","","ANNA","DOCUMENTAIRE","ITALIE","LES FILMS DU CAMELIA","TP","2022-12-14","OUI","1"
"2022","2012001971","134008","KING","DRAME","FRANCE","PATHE FILMS","TP","2022-02-16","NON","662"
"2022","2013000863","156595","IL ÉTAIT UNE FOIS PALILULA","DRAME","ROUMANIE","ED DISTRIBUTION","TPA","2022-09-14","OUI","13"
"2022","2014000471","139077","WALDEN","DRAME","FRANCE","LA TRAVERSE","TP","2022-09-07","OUI","2"
"2022","2014002567","140294","LES HEURES HEUREUSES","DOCUMENTAIRE","FRANCE","A VIF CINEMAS","TP","2022-04-20","OUI","1"
"2022","2014002726","140539","ZAHORI","DRAME","SUISSE","NORTE DISTRIBUTION","TP","2022-07-06","OUI","19"
"2022","2015000281","141503","SOY LIBRE","DOCUMENTAIRE","FRANCE","LES ALCHIMISTES","TP","2022-03-09","OUI","22"
"2022","2015000611","141687","LA-HAUT PERCHES","DOCUMENTAIRE","FRANCE","LES ACACIAS","TP","2022-03-02","OUI","10"
"2022","2015001458","142192","A L'OMBRE DES FILLES","DRAME","FRANCE","AD VITAM","TP","2022-04-13","OUI","168"
"2022","2015002249","142677","PETITE LECON D'AMOUR","COMEDIE","FRANCE","KMBO","TP","2022-05-04","OUI","67"
"2022","2015002302","142735","LES JEUNES AMANTS","COMEDIE DRAMATIQUE","FRANCE","DIAPHANA DISTRIBUTION","TP","2022-02-02","OUI","319"
"2022","2015003494","143291","PRESQUE","COMEDIE DRAMATIQUE","FRANCE","APOLLO FILMS DISTRIBUTION","TP","2022-01-26","NON","494"
"2022","2015003644","143324","L'ETE L'ETERNITE","DRAME","FRANCE","SHELLAC","TP","2022-05-04","OUI","17"
"2022","2016000277","143807","L'ETE NUCLEAIRE","DRAME","FRANCE","LE PACTE","TP","2022-05-11","OUI","12"
"2022","2016000867","135695","VOLODARKA","DOCUMENTAIRE","FRANCE","LES FILMS SAINT ANDRE DES ARTS","TP","2022-04-27","NON","1"
"2022","2016001321","144264","GOLIATH","DRAME","FRANCE","STUDIOCANAL","TPA","2022-03-09","NON","546"
"2022","2016001417","144326","TOURNER POUR VIVRE","DOCUMENTAIRE","FRANCE","DESTINY FILMS","TP","2022-05-11","NON","60"
"2022","2016001452","144347","FILS DE GARCHES","DOCUMENTAIRE","FRANCE","THE KINGDOM","TP","2022-03-23","NON","2"
"2022","2016001986","144638","REVOLUTION SIDA","DOCUMENTAIRE","FRANCE","JHR FILMS","TP","2022-11-30","OUI","26"
"2022","2016002966","145169","PLUS QUE JAMAIS","DRAME","FRANCE","JOUR 2 FETE","TP","2022-11-16","OUI","114"
"2022","2016003564","145353","LA PETITE BANDE","COMEDIE","FRANCE","GAUMONT","TP","2022-07-20","OUI","360"
"2022","2016003845","2016003845","DESTRUCTION BABIES","DRAME","JAPON","CAPRICCI FILMS","16","2022-07-27","OUI","15"
"2022","2016004295","145518","LE PETIT PIAF","COMEDIE DRAMATIQUE","FRANCE","GAUMONT","TP","2022-12-21","NON","516"
"2022","2017000222","145841","LE TORRENT","THRILLER","FRANCE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2022-11-30","NON","549"
"2022","2017000690","146100","LA (TRES) GRANDE EVASION","DOCUMENTAIRE","FRANCE","WILD BUNCH DISTRIBUTION","TP","2022-12-07","OUI","46"
"2022","2017000962","146200","BIRDS OF AMERICA","DOCUMENTAIRE","FRANCE","KMBO","TP","2022-05-25","OUI","46"
"2022","2017001183","146328","A VENDREDI ROBINSON","DOCUMENTAIRE","FRANCE","CARLOTTA FILMS","TP","2022-09-14","NON","2"
"2022","2017001348","146402","C'EST MAGNIFIQUE","COMEDIE DRAMATIQUE","FRANCE","ORANGE STUDIO","TP","2022-06-01","NON","493"
"2022","2017001496","146447","LA PLACE D'UNE AUTRE","DRAME","FRANCE","PYRAMIDE","TP","2022-01-19","OUI","104"
"2022","2017002480","146846","JUNGLE ROUGE","ANIMATION","SUISSE","NEW STORY","TP","2022-06-22","OUI","37"
"2022","2017002495","146896","SAINT OMER","DRAME","FRANCE","LES FILMS DU LOSANGE","TP","2022-11-23","OUI","230"
"2022","2017002750","147075","LES VOISINS DE MES VOISINS SONT MES VOISINS","ANIMATION","FRANCE","JOUR 2 FETE","TP","2022-02-02","OUI","51"
"2022","2017002788","147114","UN BEAU MATIN","DRAME","FRANCE","LES FILMS DU LOSANGE","TP","2022-10-05","OUI","189"
"2022","2017002995","147214","MURDER PARTY","COMEDIE","FRANCE","BAC FILMS DISTRIBUTION","TP","2022-03-09","NON","323"
"2022","2017003493","147459","DEMAIN JE TRAVERSE","DRAME","FRANCE","SOLARIS","TP","2022-06-15","OUI","11"
"2022","2017003857","148102","UN VISA POUR LA LIBERTE MR GAY SYRIA","DOCUMENTAIRE","FRANCE","VENDREDI VENDREDI CINEMA DISTRIBUTION","TP","2022-05-11","OUI","15"
"2022","2018000007","147975","BOWLING SATURNE","THRILLER","FRANCE","PANAME DISTRIBUTION","16","2022-10-26","OUI","49"
"2022","2018000065","147985","LES FEMMES DU SQUARE","COMEDIE","FRANCE","ORANGE STUDIO","TP","2022-11-16","NON","430"
"2022","2018000332","148054","LE SOLEIL DE TROP PRES","DRAME","FRANCE","JOUR 2 FETE","TP","2022-09-28","OUI","23"
"2022","2018000347","148057","LE CHENE","DOCUMENTAIRE","FRANCE","GAUMONT","TP","2022-02-23","NON","249"
"2022","2018000386","148091","GRAINES D'ESPOIR","DOCUMENTAIRE","FRANCE","BAS CANAL PRODUCTIONS","TP","2022-01-26","NON","5"
"2022","2018000502","148127","TENDRE ET SAIGNANT","COMEDIE","FRANCE","ORANGE STUDIO","TP","2022-01-19","NON","387"
"2022","2018000535","148161","LES PIRES","DRAME","FRANCE","PYRAMIDE","TP","2022-12-07","OUI","112"
"2022","2018000838","148300","FACE A LA MER","DRAME","FRANCE","JHR FILMS","TP","2022-04-13","OUI","16"
"2022","2018001182","148439","LE TIGRE ET LE PRESIDENT","BIOGRAPHIE","FRANCE","TANDEM","TP","2022-09-07","NON","477"
"2022","2018001256","148461","JUSQU'A LA MER","DOCUMENTAIRE","GRECE","LES FILMS DES DEUX RIVES","TP","2022-01-26","OUI","5"
"2022","2018001466","148487","LES GOUTS ET LES COULEURS","COMEDIE","FRANCE","PYRAMIDE","TP","2022-06-22","OUI","213"
"2022","2018002051","148735","A PLEIN TEMPS","THRILLER","FRANCE","HAUT ET COURT DISTRIBUTION","TP","2022-03-16","OUI","214"
"2022","2018002076","148762","TROIS FOIS RIEN","COMEDIE","FRANCE","LE PACTE","TP","2022-03-16","NON","230"
"2022","2018002117","148769","ICARE","ANIMATION","LUXEMBOURG","BAC FILMS DISTRIBUTION","TP","2022-03-30","OUI","193"
"2022","2018002199","148802","VAILLANTE","ANIMATION","CANADA","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2022-02-02","NON","773"
"2022","2018002556","148913","VIENS JE T'EMMENE","COMEDIE","FRANCE","LES FILMS DU LOSANGE","TPA","2022-03-02","OUI","153"
"2022","2018002824","149041","SELON LA POLICE","DRAME","FRANCE","PYRAMIDE","TP","2022-02-23","OUI","58"
"2022","2018002825","149042","COMPAGNONS","COMEDIE DRAMATIQUE","FRANCE","WILD BUNCH DISTRIBUTION","TP","2022-02-23","NON","366"
"2022","2018002881","149073","LA JUNGLE EST MON JARDIN","DRAME","FRANCE","MOB PRODUCTIONS","TP","2022-02-16","NON","3"
"2022","2018002987","149108","PETITE SOLANGE","COMEDIE","FRANCE","HAUT ET COURT DISTRIBUTION","TP","2022-02-02","OUI","58"
"2022","2018003017","149129","L'ANNEE DU REQUIN","COMEDIE","FRANCE","LES BOOKMAKERS","TP","2022-08-03","OUI","540"
"2022","2018003089","149177","BRUNO REIDAL","DRAME","FRANCE","CAPRICCI FILMS","16","2022-03-23","OUI","45"
"2022","2018003200","149267","L'HORIZON","DRAME","FRANCE","LES FILMS DU LOSANGE","TP","2022-02-09","OUI","39"
"2022","2018003208","149278","MEMORY BOX","DRAME","FRANCE","HAUT ET COURT DISTRIBUTION","TP","2022-01-19","OUI","43"
"2022","2018003232","149285","RODEO","DRAME","FRANCE","LES FILMS DU LOSANGE","TP","2022-09-07","OUI","136"
"2022","2018003285","149315","A PROPOS DE JOAN","COMEDIE DRAMATIQUE","FRANCE","HAUT ET COURT DISTRIBUTION","TP","2022-09-14","OUI","101"
"2022","2018003302","149333","VAN GOGH IN LOVE","COMEDIE","FRANCE","MULTIMEDIA INVENTION COMMUNICATION ANIMATION","TP","2022-05-18","NON","24"
"2022","2018003471","149388","HOMMES AU BORD DE LA CRISE DE NERFS","COMEDIE","FRANCE","WARNER BROS. ENTERTAINMENT FRANCE","TP","2022-05-25","NON","440"
"2022","2018003546","139796","COEURS VAILLANTS","DRAME","FRANCE","BAC FILMS DISTRIBUTION","TP","2022-05-11","NON","191"
"2022","2018003883","149540","THEO ET LES METAMORPHOSES","COMEDIE DRAMATIQUE","FRANCE","WILD BUNCH DISTRIBUTION","12","2022-03-09","OUI","25"
"2022","2018003970","149566","L'ORIGINE DU MAL","DRAME","FRANCE","LES BOOKMAKERS","TPA","2022-10-05","NON","190"
"2022","2018004212","149589","BALADONS NOUS","COMEDIE DRAMATIQUE","FRANCE","FESTIZICNEMA","TP","2022-11-09","NON","1"
"2022","2018004216","149591","LE MONDE D'HIER","DRAME","FRANCE","PYRAMIDE","TP","2022-03-30","OUI","175"
"2022","2018004291","149614","CHRONIQUE D'UNE LIAISON PASSAGERE","COMEDIE DRAMATIQUE","FRANCE","PYRAMIDE","TP","2022-09-14","OUI","282"
"2022","2018004319","149620","LE PETIT NICOLAS, QU'EST-CE QU'ON ATTEND POUR ETRE HEUREUX ?","ANIMATION","FRANCE","BAC FILMS DISTRIBUTION","TP","2022-10-12","OUI","521"
"2022","2018004320","149621","LE MEDECIN IMAGINAIRE","COMEDIE","FRANCE","UGC DISTRIBUTION","TP","2022-04-27","NON","419"
"2022","2018004459","149652","ETRE PROF","DOCUMENTAIRE","FRANCE","GEBEKA FILMS","TP","2022-10-05","OUI","65"
"2022","2018004950","149783","PETITE NATURE","COMEDIE DRAMATIQUE","FRANCE","AD VITAM","TP","2022-03-09","OUI","115"
"2022","2018005040","149820","MEDUSE","DRAME","FRANCE","WAYNA PITCH","TP","2022-10-26","OUI","20"
"2022","2018005374","149932","PLACES","DRAME","FRANCE","LE PACTE","TP","2022-01-12","NON","280"
"2022","2018005398","147629","DE NOS FRÈRES BLESSÉS","DRAME","FRANCE","DIAPHANA DISTRIBUTION","TP","2022-03-23","OUI","151"
"2022","2018005485","149993","COULEURS DE L'INCENDIE","HISTOIRE","FRANCE","GAUMONT","TP","2022-11-09","NON","659"
"2022","2019000044","150117","LA VRAIE FAMILLE","DRAME","FRANCE","LE PACTE","TP","2022-02-16","OUI","252"
"2022","2019000051","150124","TRANSE","DOCUMENTAIRE","FRANCE","LES FILMS DES DEUX RIVES","TP","2022-09-14","NON","15"
"2022","2019000080","150145","SIMONE LE VOYAGE DU SIECLE","BIOGRAPHIE","FRANCE","WARNER BROS. ENTERTAINMENT FRANCE","TP","2022-10-12","NON","669"
"2022","2019000425","150225","ALLONS ENFANTS","DOCUMENTAIRE","FRANCE","LE PACTE","TP","2022-04-13","OUI","75"
"2022","2019000432","150240","LES MEILLEURES","DRAME","FRANCE","LE PACTE","TP","2022-03-09","OUI","85"
"2022","2019000452","150244","LES ENGAGES","DRAME","FRANCE","TANDEM","TP","2022-11-16","OUI","159"
"2022","2019000463","150256","ARTHUR RAMBO","DRAME","FRANCE","MEMENTO DISTRIBUTION","TP","2022-02-02","OUI","166"
"2022","2019000510","150274","DETROITERS","DOCUMENTAIRE","FRANCE","A VIF CINEMAS","TP","2022-05-04","NON","15"
"2022","2019000667","150365","ANNIE COLERE","DRAME","FRANCE","DIAPHANA DISTRIBUTION","TP","2022-11-30","OUI","347"
"2022","2019000668","150363","STELLA EST AMOUREUSE","COMEDIE DRAMATIQUE","FRANCE","KMBO","TP","2022-12-14","OUI","128"
"2022","2019000791","150392","TROIS NUITS PAR SEMAINE","COMEDIE","FRANCE","PYRAMIDE","TP","2022-11-09","OUI","67"
"2022","2019000792","150393","LAISSONS LES MORTS ENGLOUTIR LES MORTS","DRAME","FRANCE","SOCIETE AUDIOVISUELLE POUR LES JEUNES ET LES ENFANTS - SAJE","TP","2022-05-04","NON","3"
"2022","2019001088","140219","LA NUIT AUX AMANTS","COMEDIE","FRANCE","LOCAL FILMS","12","2022-04-06","NON","4"
"2022","2019001157","150525","CINQ NOUVELLES DU CERVEAU","DOCUMENTAIRE","SUISSE","AD VITAM","TP","2022-03-16","OUI","27"
"2022","2019001293","150544","BRIGADE (LA)","COMEDIE","FRANCE","APOLLO FILMS DISTRIBUTION","TP","2022-03-23","NON","451"
"2022","2019001525","136263","TOM","DRAME","FRANCE","HAUT ET COURT DISTRIBUTION","TP","2022-05-11","OUI","41"
"2022","2019001797","149489","CHARLOTTE","ANIMATION","CANADA","NOUR FILMS","TP","2022-11-09","OUI","102"
"2022","2019001800","150651","LES AMANDIERS","COMEDIE DRAMATIQUE","FRANCE","AD VITAM","TP","2022-11-16","OUI","261"
"2022","2019001861","150673","UNE FEMME DE NOTRE TEMPS","DRAME","FRANCE","REZO FILMS","TP","2022-10-05","OUI","120"
"2022","2019002235","150853","LES AVENTURES DE GIGI LA LOI","DOCUMENTAIRE","ITALIE","SHELLAC","TP","2022-10-26","OUI","29"
"2022","2019002305","150858","FUNAMBULES","DOCUMENTAIRE","FRANCE","POTEMKINE FILMS","TP","2022-03-16","OUI","8"
"2022","2019002464","150915","RIEN A FOUTRE","DRAME","BELGIQUE ","CONDOR DISTRIBUTION","TP","2022-03-02","OUI","162"
"2022","2019002613","150944","LES SANS-DENTS","COMEDIE","FRANCE","JOUR 2 FETE","TP","2022-04-20","OUI","61"
"2022","2019002650","150961","DES FEUX DANS LA NUIT","DRAME","FRANCE","DULAC DISTRIBUTION","TP","2022-08-03","OUI","40"
"2022","2019002705","150967","L'ENNEMI","DRAME","BELGIQUE","ALBA FILMS","TP","2022-01-26","OUI","104"
"2022","2019002764","150993","LE CYGNE DES HEROS","COMEDIE DRAMATIQUE","FRANCE","MITIKI","TP","2022-01-12","NON","13"
"2022","2019002806","151014","NOVEMBRE","THRILLER","FRANCE","STUDIOCANAL","TP","2022-10-05","NON","735"
"2022","2019002927","151086","I COMETE","DRAME","FRANCE","NEW STORY","12","2022-04-20","OUI","42"
"2022","2019003063","151182","PARAISO","DOCUMENTAIRE","PORTUGAL","LATERIT PRODUCTIONS","TP","2022-11-09","OUI","2"
"2022","2019003094","151210","LES HARKIS","HISTOIRE","FRANCE","PYRAMIDE","TPA","2022-10-12","OUI","106"
"2022","2019003120","151230","UN PEUPLE","DOCUMENTAIRE","FRANCE","KMBO","TP","2022-02-23","OUI","42"
"2022","2019003143","151259","MONEY BOYS","DRAME","AUTRICHE","ARP MERMOZ","TPA","2022-03-16","OUI","41"
"2022","2019003198","155403","TOP GUN : MAVERICK","AVENTURES","ETATS UNIS","PARAMOUNT PICTURES FRANCE","TP","2022-05-25","NON","806"
"2022","2019003266","151345","L'HISTOIRE DE MA FEMME","DRAME","FRANCE","PYRAMIDE","TP","2022-03-16","OUI","91"
"2022","2019003376","157098","MUSIC HOLE","COMEDIE DRAMATIQUE","BELGIQUE","PARAMAX","TPA","2022-07-06","NON","41"
"2022","2019003381","151371","IL BUCO","DRAME","ITALIE","LES FILMS DU LOSANGE","TP","2022-05-04","OUI","42"
"2022","2019003425","151396","RUMBA LA VIE","COMEDIE","FRANCE","GAUMONT","TP","2022-08-24","NON","711"
"2022","2019003495","151427","BABI YAR. CONTEXT","DOCUMENTAIRE","FRANCE","DULAC DISTRIBUTION","TPA","2022-09-14","OUI","18"
"2022","2019003637","155433","J'ETAIS A LA MAISON MAIS","DRAME","ALLEMAGNE","SHELLAC","TP","2022-01-05","NON","11"
"2022","2019003789","152886","L'AFFAIRE COLLINI","DRAME","ALLEMAGNE","ARP MERMOZ","TP","2022-04-27","OUI","139"
"2022","2019004154","151616","JE T'AIME FILME MOI","COMEDIE","FRANCE","FIDELIO PRODUCTION","TP","2022-06-15","NON","18"
"2022","2019004216","152384","SANS FRAPPER","DOCUMENTAIRE","BELGIQUE","LA VINGT CINQUIEME HEURE DISTRIBUTION","TP","2022-03-09","OUI","15"
"2022","2019004338","151658","LE VISITEUR DU FUTUR","SCIENCE FICTION","FRANCE","KMBO","TP","2022-09-07","NON","491"
"2022","2019004452","151695","140 KM A L'OUEST DU PARADIS","DOCUMENTAIRE","FRANCE","NEW STORY","TP","2022-09-21","OUI","9"
"2022","2019004467","151720","PICCOLO CORPO","DRAME","ITALIE","ARIZONA FILMS DISTRIBUTION","TP","2022-02-16","OUI","38"
"2022","2019004492","151732","TRAVERSER","DOCUMENTAIRE","FRANCE","VRAIVRAI FILMS","TP","2022-01-05","OUI","9"
"2022","2019004799","151793","DON JUAN","MUSICAL","FRANCE","ARP MERMOZ","TP","2022-05-23","OUI","152"
"2022","2019004853","151795","LES PROMESSES","DRAME","FRANCE","WILD BUNCH DISTRIBUTION","TP","2022-01-26","OUI","346"
"2022","2019005094","151891","HEUREUX LES FELES","COMEDIE DRAMATIQUE","FRANCE","PROVIDENCE FILMS","TP","2022-11-09","NON","10"
"2022","2019005098","151895","REVOIR PARIS","DRAME","FRANCE","PATHE FILMS","TPA","2022-09-07","OUI","287"
"2022","2019005188","151936","LA MESURE DES CHOSES","DOCUMENTAIRE","FRANCE","ESPERANZA PRODUCTIONS","TP","2022-11-09","OUI","5"
"2022","2019005300","151976","A LA FOLIE","DRAME","FRANCE","DAMNED FILMS-PRODUCTION ET DISTRIBUTION","TPA","2022-04-06","OUI","18"
"2022","2019005301","151977","AZOR","DRAME","SUISSE","NEXT FILMS","TP","2022-10-12","OUI","3"
"2022","2019005539","152078","KUNG FU ZOHRA","COMEDIE","FRANCE","GAUMONT","TP","2022-03-09","NON","243"
"2022","2019005542","152075","ROSY","DOCUMENTAIRE","FRANCE","GAUMONT","TP","2022-01-05","NON","67"
"2022","2019005550","148749","OUISTREHAM","DRAME","FRANCE","MEMENTO DISTRIBUTION","TP","2022-01-12","OUI","251"
"2022","2019005555","152083","SANS FILTRE","DRAME","SUEDE ","BAC FILMS DISTRIBUTION","TP","2022-09-28","OUI","361"
"2022","2019005562","152092","L'HOMME PARFAIT","COMEDIE","FRANCE","ORANGE STUDIO","TP","2022-06-22","NON","331"
"2022","2019005566","152094","MEMORY HOUSE","FANTASTIQUE","BRESIL ","TAMASA DISTRIBUTION","TPA","2022-08-31","OUI","7"
"2022","2019005654","152160","TWIST A BAMAKO","POLITIQUE","FRANCE","DIAPHANA DISTRIBUTION","TP","2022-01-05","OUI","159"
"2022","2019005672","152170","MIZRAHIM, LES OUBLIES DE LA TERRE PROMISE","DOCUMENTAIRE","FRANCE","DULAC DISTRIBUTION","TP","2022-06-08","OUI","32"
